Restaurant,Overall Rating,Cleaned Review,Review Rating,Sentiment Score,Sentiment,Positive %,Neutral %,Negative %
Paste Thai,4,classic restaurant focus item make perfectly chicken quite amazing good spice well cooked fresh ingredient best wing davis soup tremendous couple indoor table good number outdoor table seems takeout primary approach getting food try chicken hawker disappointed,5,0.20454545454545456,Positive,80.0,0.0,20.0
Tea List,4.3,took wife cute date made reservation sat u right front doorway say right front mean bumped multiple time throughout stay conversation drowned loud electric hum ventilation adjacent business honestly giving headache half hour saw first pot tea meanwhile one three table getting nd round forgot know three separate employee apologized want make clear im upset individual employee get snack tray arrived nearly toppled metal bar holding layered plate loose upon biting white bread sandwich noticed stale wheat least still finished food dont waste knew price place going quality represented business im upset service staff management highly lacking charging price simple quality control expected,2,0.019333583083583083,Positive,100.0,0.0,0.0
Tea List,4.3,wow came saturday morning invitation friend blown away quality tea small bite lovely love also made arrangement friend mine couldnt eat fruit made replacement service thought lovely table bit smaller end group three youre dining alone friend think amazing experience,5,0.2785714285714286,Positive,100.0,0.0,0.0
Tea List,4.3,went sister birthday service great food really good cucumber sandwich bit thin maybe cucumber bit thicker overall really nice,5,0.34,Positive,100.0,0.0,0.0
Tea List,4.3,simply excellent sandwich pastry service tea atmosphere aesthetic everything birthday celebration made reservation larger party advanced accomodating dietary preference vegetarian vegan option nut allergy almost different tea service catered person tea selection fantastic offered pot start optional th afterwards personally loved rose melange cold peach tea food delicious surpisingly filling sandwich may look small there lot big fan turkey pesto salmon caper sandwich sweet also yummy decadent overall wonderful experience great way spoil,5,0.36,Positive,100.0,0.0,0.0
Tea List,4.3,cute place tucked back street called early day reservation wednesday graciously accommodated afternoon tea service service excellent food delicious good value receive plenty food appetite good variety loose tea choose brewed personal pot thoughtfully provided tray set leaf aside timer finished minus comment would filling couple sandwich little skimpy reservation recommended also offer brunch lunch menu,4,0.33629807692307695,Positive,100.0,0.0,0.0
Davis Food Co-op,4.6,davis coop host holiday event join learn add small business coop list upcoming occassions fun food special crafty specialist,5,0.2017857142857143,Positive,100.0,0.0,0.0
Davis Food Co-op,4.6,coop family favorite stop davis almost year minute drive richards freeway exit worth always stop lunch dinner driving bay area sierra lot grocery chose great spot prepared food youre trying ti eat restaurant cafe hot cold drink selection go prepared food make refreshing visit plenty outdoor seating shaded without,5,0.2916666666666667,Positive,100.0,0.0,0.0
Davis Food Co-op,4.6,great locally owned grocery store davis store smaller side still department including produce meat seafood deli frozen bulk ingredient also great beer selection grabandgo counter made order sandwich bulk selection great get exactly quantity need dry food coop supported membership however one need member shop,5,0.3690476190476191,Positive,100.0,0.0,0.0
Davis Food Co-op,4.6,nice co op there plenty fresh everything need fresh place,5,0.39999999999999997,Positive,100.0,0.0,0.0
Davis Food Co-op,4.6,always find quality sustainable localseasonal food love community class event offered get chance learn something new build community,5,0.3181818181818182,Positive,100.0,0.0,0.0
Shah's Halal Food,4.6,humble little food truck chevron parking lot lifeline throughout college whether lunch dinner postworkout meal never failed deliver food consistently amazingflavorful satisfying always hit spot extra good small group solo diner plenty parking takeout quick service counter ordering hidden gem,5,0.12291666666666665,Positive,100.0,0.0,0.0
Shah's Halal Food,4.6,limited menu compare restaurant food great service fast lamb gyro chicken combo medium spicy level,5,0.08214285714285716,Positive,100.0,0.0,0.0
Shah's Halal Food,4.6,wonderful delicious food make feel pleasant portion generous,5,0.9111111111111111,Positive,100.0,0.0,0.0
Shah's Halal Food,4.6,ordered via doordash made halal guy chicken rice time past made seeing video iconic ny street food staple always enjoyed flavor havent made ny try chicken rice amazing hoping definitely stop person next time im davis,5,0.018750000000000017,Positive,100.0,0.0,0.0
Shah's Halal Food,4.6,ordered falafel rice came soda water bottle given great portion food steaming didnt skimp sauce taste awesome ill probably taking least half home later,5,0.1388888888888889,Positive,100.0,0.0,0.0
Nugget Markets,4.6,never go wrong nugget market matter location store everything need highest price lowest amazing deli bakery meatseafood department always eyecatching salad soup bar always wellstocked clean cheese bar also fantastic hand best produce ever always find exactly went get never product cashier bagger always nice friendly store outside parking lot always spotless like said location nugget market disappointed,5,0.2341666666666667,Positive,100.0,0.0,0.0
Nugget Markets,4.6,good sandwich better zias ike mr pickle hate say nugget chain bread perfect amount flavor hold soaking flavor solid pesto chicken little springy similar le boulangers pesto chicken sandwich feel heavy though personally would preferred tomato slice sandwich instead tomato pesto sandwich also took fair bit time lot order,4,0.04270833333333333,Positive,100.0,0.0,0.0
Nugget Markets,4.6,best grocery store town many cashier great customer service amazing variety fruit veggie exceptional prepared food offering,5,0.7133333333333333,Positive,100.0,0.0,0.0
Nugget Markets,4.6,shopping year love selection butcher great love bakery croissant great u standard guess ok produce unbeatable prefer farmer market care community employee price little hefty offering think justified love open early close late overall love nugget,5,0.29375000000000007,Positive,100.0,0.0,0.0
Nugget Markets,4.6,fortunate one two nugget market davis call big nugget little nugget shop store regularly everything serious gourmet requires butcher fish monger green grocer deli cheese monger wine spirit flower last certainly least bakery nugget store exceptionally clean thoughtfully designed attractive architecturally like fact local business wall street corporation people work nugget friendly helpful make easy make nugget shopping destination,5,0.12529761904761905,Positive,100.0,0.0,0.0
Lamppost Pizza,4.5,one favorite pizza place pizza fresh really hot fiancee always end burning mouth food smell amazing dont patience cool fully love bottom pizza crispy covered oil cheese pull delightful pizza hot pizza incredible absolutely nothing compared service folk work passionate good provide environment welcoming friendly often feel like im going home enter restaurant hand best pizza place davis,5,0.49107142857142866,Positive,100.0,0.0,0.0
Lamppost Pizza,4.5,pizza absolutely delicious fresh topping perfect crust totally worth splurge atmosphere also big plus familyfriendly comfortable seating even live game show tv made experience fun engaging price bit higher side quality pizza overall vibe definitely made worth highly recommend family night team party like grabbing tasty slice,5,0.27642424242424235,Positive,100.0,0.0,0.0
Lamppost Pizza,4.5,got thought price bit steep ate food worth definitely dont go easy ingredient check picture happy keto friendly option gluten free well much pizza think might try item next time signed reward program saved definitely coming back bunch tv playing football little arcade entertaining,5,0.23506944444444447,Positive,100.0,0.0,0.0
Lamppost Pizza,4.5,youre looking delicious pizza fresh salad look lamppost pizza recently pleasure dining davis location blown away quality food friendly atmosphere one favorite thing lamppost pizza wide selection soda flavor always fun try something new collection never disappoints real star show veggie pizza loaded fresh flavorful veggie delicious crust thats crispy outside soft inside every bite delight never get enough addition pizza lamppost also offer great selection salad use freshest ingredient offer variety dressing suit every taste perfect way balance indulgence pizza still enjoying delicious satisfying meal finally mention atmosphere lamppost pizza warm welcoming staff always friendly attentive whether youre dining taking make sure feel right home overall cant recommend lamppost pizza enough youre davis area craving delicious pizza fresh salad sure give try wont disappointed,5,0.35877670716380394,Positive,100.0,0.0,0.0
Lamppost Pizza,4.5,nice word describe much enjoyed please check awesome picture,5,0.7000000000000001,Positive,100.0,0.0,0.0
Nugget Markets,4.6,removed coffee bar morning service came regularly coffee pastry would shop little grab lunch salad bar big disappointment removal service decided display attached picture better use space,1,-0.057499999999999996,Negative,80.0,0.0,20.0
Nugget Markets,4.6,coming back somewhere else way remembered market davis orifice pinksticker told seems delicatessen good surrounding neighborhood plagued gridlock everyday around lunchtime popo close think nugget market market orifice told smoked ham sliced sourdough amazing,5,0.275,Positive,80.0,0.0,20.0
Nugget Markets,4.6,craaaaazy pricesyes even era store quality sushi roll lol literal price nice sushi bar next door everything like im bay,3,0.4666666666666666,Positive,80.0,0.0,20.0
Nugget Markets,4.6,wonderful davis grocery store produce always fantastic lot option quality food grocery,5,0.7,Positive,80.0,0.0,20.0
Nugget Markets,4.6,im sure could ask better highend grocery excellent bakery varied deli fresh sushi quality premade meal amazing produce expensive grocery tradeoff great selection photo petrale sole west sacramento nugget market good,5,0.43333333333333335,Positive,80.0,0.0,20.0
